reaction_description（原文中对实验条件的简要描述，例：CT reduction in ultrapure water）,Chemical Reaction Equation（反应方程式例如CCl4 + e- →CCl3 + Cl-）,reaction_step（总反应/第1步/第2步）,reaction_type（还原 / 氧化 / 生物降解/还原+生物降解等）,reactant（反应物）,product（含产物生成比例）,reaction_order（1/0/2）,rate_constant,rate_constant_unit（min⁻¹ / h⁻¹ / L·m⁻²·h⁻¹）,half_life,half_life_unit（h / min / d）,activation_energy（活化能）,activation_energy_unit（kJ/mol）,temperature,temperature_unit（°C / K）,pH,pH_note（"buffered" / "initial"）,initial_concentration,initial_concentration_unit（mg/L / μM / mM）,mineral_type,mineral_surface_area,mineral_surface_area_unit（m²/g）,experiment_type（批次 / 柱实验 / 田间）,影响速率常数因素（pH/温度/反应物浓度/生成物浓度等）,影响速率常数因子n,oxygen_condition（氧气条件 好氧 / 厌氧 / 微好氧）,notes（其他备注，如"CF yield 28%" / "k1 and k2 from sequential fitting"）,参考文献,journal（文献发表所在期刊）
"Desulfitobacterium sp. strain AusDCA respiring 1,2-DCA to ethene with ethanol as sole electron donor and carbon source","1,2-DCA → ethene",总反应,还原,"1,2-DCA",ethene,NA,NA,NA,NA,NA,NA,NA,30,°C,6.5,buffered,2.5,mM,NA,NA,NA,批次,NA,NA,厌氧,MES buffered medium devoid of CO2; H2 and acetate excluded,"Isolation, characterization and bioaugmentation of an acidotolerant 1,2-dichloroethane respiring Desulfitobacterium species from a low pH aquifer",FEMS Microbiology Ecology
"Gas phase catalytic hydrodechlorination of 1,2-dichloroethane over Ni/γ-Al2O3 at 300°C","1,2-dichloroethane + H2 → ethylene + HCl",总反应,还原,"1,2-dichloroethane",ethylene (98%),NA,NA,NA,NA,NA,NA,NA,300,°C,NA,NA,7300,ppm,γ-Al2O3,NA,108,批次,catalyst composition,NA,NA,Conversion: 22%; Ethylene selectivity: 98%; No obvious deactivation during 10h TOS,"Selective Catalytic Hydrodechlorination of 1,2-Dichloroethane to Ethylene over Ni-Rh Nanoparticle Catalysts Supported on γ-Al2O3",ACS Appl. Nano Mater.
"Gas phase catalytic hydrodechlorination of 1,2-dichloroethane over Rh/γ-Al2O3 at 300°C","1,2-dichloroethane + H2 → ethane + HCl",总反应,还原,"1,2-dichloroethane",ethane (83% at 10h),NA,NA,NA,NA,NA,NA,NA,300,°C,NA,NA,7300,ppm,γ-Al2O3,NA,116,批次,catalyst composition,NA,NA,Initial conversion: 78%; decreased to 25% at 10h TOS; Ethylene selectivity: 4.4%,"Selective Catalytic Hydrodechlorination of 1,2-Dichloroethane to Ethylene over Ni-Rh Nanoparticle Catalysts Supported on γ-Al2O3",ACS Appl. Nano Mater.
"Gas phase catalytic hydrodechlorination of 1,2-dichloroethane over Ni-Rh(50)/γ-Al2O3 at 300°C","1,2-dichloroethane + H2 → ethylene + HCl",总反应,还原,"1,2-dichloroethane",ethylene (76%),NA,NA,NA,NA,NA,NA,NA,300,°C,NA,NA,7300,ppm,γ-Al2O3,NA,100,批次,Ni/Rh molar ratio,NA,NA,Conversion: 42%; Ethylene selectivity: 76%; No obvious deactivation during 10h TOS; Rh content: 0.20 wt%,"Selective Catalytic Hydrodechlorination of 1,2-Dichloroethane to Ethylene over Ni-Rh Nanoparticle Catalysts Supported on γ-Al2O3",ACS Appl. Nano Mater.
"Gas phase catalytic hydrodechlorination of 1,2-dichloroethane over Ni-Rh(200)/γ-Al2O3 at 300°C","1,2-dichloroethane + H2 → ethylene + HCl",总反应,还原,"1,2-dichloroethane",ethylene (83%),NA,NA,NA,NA,NA,NA,NA,300,°C,NA,NA,7300,ppm,γ-Al2O3,NA,104,批次,Ni/Rh molar ratio,NA,NA,Conversion: 38%; Ethylene selectivity: 83%; No obvious deactivation during 10h TOS; Rh content: 0.05 wt%,"Selective Catalytic Hydrodechlorination of 1,2-Dichloroethane to Ethylene over Ni-Rh Nanoparticle Catalysts Supported on γ-Al2O3",ACS Appl. Nano Mater.
"Gas phase catalytic hydrodechlorination of 1,2-dichloroethane over Ni-Rh(800)/γ-Al2O3 at 300°C","1,2-dichloroethane + H2 → ethylene + HCl",总反应,还原,"1,2-dichloroethane",ethylene (95%),NA,NA,NA,NA,NA,NA,NA,300,°C,NA,NA,7300,ppm,γ-Al2O3,NA,105,批次,Ni/Rh molar ratio,NA,NA,Conversion: 37%; Ethylene selectivity: 95%; No obvious deactivation during 10h TOS; Rh content: 0.02 wt%; trace Rh,"Selective Catalytic Hydrodechlorination of 1,2-Dichloroethane to Ethylene over Ni-Rh Nanoparticle Catalysts Supported on γ-Al2O3",ACS Appl. Nano Mater.
CMC-nZVI-Pd with 44 mM dithionite,"1,2-DCA → products",总反应,还原,"1,2-DCA",ethene (partial),1,4.4E-03,day⁻¹,NA,NA,NA,NA,room temperature,NA,7.4-7.8,initial,106,µM,NA,NA,NA,批次,dithionite concentration; nZVI loading; CMC coating; Pd addition,NA,厌氧,79% degradation in 386 days; suspension remained black,"Enhanced Dechlorination of 1,2-Dichloroethane by Coupled Nano Iron-Dithionite Treatment",Environ. Sci. Technol.
"CMC-nZVI-Pd, dithionite added at 58 and 84 days","1,2-DCA → products",总反应,还原,"1,2-DCA",ethene (partial),1,3.8E-03,day⁻¹,NA,NA,NA,NA,room temperature,NA,7.4-7.8,initial,106,µM,NA,NA,NA,批次,dithionite addition timing,NA,厌氧,72% degradation in 386 days; 22 mM dithionite added twice,"Enhanced Dechlorination of 1,2-Dichloroethane by Coupled Nano Iron-Dithionite Treatment",Environ. Sci. Technol.
CMC-nZVI-Pd with 22 mM dithionite,"1,2-DCA → products",总反应,还原,"1,2-DCA",ethene (partial),1,4.3E-03,day⁻¹,NA,NA,NA,NA,room temperature,NA,7.4-7.8,initial,109,µM,NA,NA,NA,批次,dithionite concentration,NA,厌氧,76% degradation in 397 days,"Enhanced Dechlorination of 1,2-Dichloroethane by Coupled Nano Iron-Dithionite Treatment",Environ. Sci. Technol.
Bare-nZVI-Pd with 22 mM dithionite,"1,2-DCA → products",总反应,还原,"1,2-DCA",ethene (partial),1,7.8E-03,day⁻¹,NA,NA,NA,NA,room temperature,NA,7.4-7.8,initial,123,µM,NA,NA,NA,批次,CMC coating,NA,厌氧,94% degradation in 372 days; no CMC coating,"Enhanced Dechlorination of 1,2-Dichloroethane by Coupled Nano Iron-Dithionite Treatment",Environ. Sci. Technol.
CMC-nZVI (no Pd) with 22 mM dithionite,"1,2-DCA → products",总反应,还原,"1,2-DCA",ethene (partial),1,4.5E-03,day⁻¹,NA,NA,NA,NA,room temperature,NA,7.4-7.8,initial,123,µM,NA,NA,NA,批次,Pd addition,NA,厌氧,No Pd catalyst,"Enhanced Dechlorination of 1,2-Dichloroethane by Coupled Nano Iron-Dithionite Treatment",Environ. Sci. Technol.
Dithionite only (no nZVI),"1,2-DCA → products",总反应,还原,"1,2-DCA",NA,1,2.1E-03,day⁻¹,NA,NA,NA,NA,room temperature,NA,4-6.2,initial,123,µM,NA,NA,NA,批次,nZVI presence,NA,厌氧,22 mM dithionite only; pH decreased sharply,"Enhanced Dechlorination of 1,2-Dichloroethane by Coupled Nano Iron-Dithionite Treatment",Environ. Sci. Technol.
Magnetite with 22 mM dithionite,"1,2-DCA → products",总反应,还原,"1,2-DCA",ethene (partial),1,5.0E-03,day⁻¹,NA,NA,NA,NA,room temperature,NA,7.4-7.8,initial,123,µM,magnetite,iron oxide,NA,批次,iron species type,NA,厌氧,Fe3O4 nanoparticles,"Enhanced Dechlorination of 1,2-Dichloroethane by Coupled Nano Iron-Dithionite Treatment",Environ. Sci. Technol.
Iron sulfide with 22 mM dithionite,"1,2-DCA → products",总反应,还原,"1,2-DCA",ethene (partial),1,5.3E-03,day⁻¹,NA,NA,NA,NA,room temperature,NA,7.4-7.8,initial,123,µM,iron sulfide,iron sulfide,NA,批次,iron species type,NA,厌氧,FeS nanoparticles,"Enhanced Dechlorination of 1,2-Dichloroethane by Coupled Nano Iron-Dithionite Treatment",Environ. Sci. Technol.
Iron sulfide only (no dithionite),"1,2-DCA → products",总反应,还原,"1,2-DCA",NA,NA,NA,NA,NA,NA,NA,NA,room temperature,NA,NA,NA,123,µM,iron sulfide,iron sulfide,NA,批次,dithionite presence,NA,厌氧,No degradation observed,"Enhanced Dechlorination of 1,2-Dichloroethane by Coupled Nano Iron-Dithionite Treatment",Environ. Sci. Technol.
CMC-nZVI-Pd (2.5 g/L) with 22 mM dithionite,"1,2-DCA → products",总反应,还原,"1,2-DCA",ethene (partial),1,5.3E-03,day⁻¹,NA,NA,NA,NA,room temperature,NA,7.4-7.8,initial,123,µM,NA,NA,NA,批次,nZVI loading,NA,厌氧,Lower nZVI concentration,"Enhanced Dechlorination of 1,2-Dichloroethane by Coupled Nano Iron-Dithionite Treatment",Environ. Sci. Technol.
Ni100 catalyst at 230°C,"1,2-DCE + H2 → C2H4 + 2HCl",总反应,还原,"1,2-dichloroethane","C2H4 (70.7%), C2H6 (28.0%), C2H5Cl (1.0%), RC3 (0.3%)",NA,1.00E-02,1/s,NA,NA,NA,NA,230,°C,NA,NA,2.9,kPa,SiO2,support,271,批次,temperature,NA,NA,"TOF based on 3.5% dispersion; PH2/P1,2-DCE=8.5:1","Hydrogen-assisted dechlorination of 1,2-dichloroethane over silica-supported nickel-ruthenium catalysts",Catalysis Communications
Ni100 catalyst at 250°C,"1,2-DCE + H2 → C2H4 + 2HCl",总反应,还原,"1,2-dichloroethane","C2H4 (78.3%), C2H6 (20.0%), CH4 (0.7%), C2H5Cl (0.7%), RC3 (0.4%)",NA,1.78E-02,1/s,NA,NA,NA,NA,250,°C,NA,NA,2.9,kPa,SiO2,support,271,批次,temperature,NA,NA,TOF based on 3.5% dispersion,"Hydrogen-assisted dechlorination of 1,2-dichloroethane over silica-supported nickel-ruthenium catalysts",Catalysis Communications
Ni84Ru16 catalyst at 230°C,"1,2-DCE + H2 → C2H4 + 2HCl",总反应,还原,"1,2-dichloroethane","C2H4 (63.1%), C2H6 (35.4%), CH4 (0.4%), C2H5Cl (1.0%), RC3 (0.2%)",NA,1.41E-02,1/s,NA,NA,NA,NA,230,°C,NA,NA,2.9,kPa,SiO2,support,271,批次,temperature,NA,NA,TOF based on 5.5% dispersion,"Hydrogen-assisted dechlorination of 1,2-dichloroethane over silica-supported nickel-ruthenium catalysts",Catalysis Communications
Ni84Ru16 catalyst at 250°C,"1,2-DCE + H2 → C2H4 + 2HCl",总反应,还原,"1,2-dichloroethane","C2H4 (72.8%), C2H6 (25.6%), CH4 (0.5%), C2H5Cl (0.8%), RC3 (0.3%)",NA,2.43E-02,1/s,NA,NA,NA,NA,250,°C,NA,NA,2.9,kPa,SiO2,support,271,批次,temperature,NA,NA,TOF based on 5.5% dispersion,"Hydrogen-assisted dechlorination of 1,2-dichloroethane over silica-supported nickel-ruthenium catalysts",Catalysis Communications
Ni63Ru37 catalyst at 230°C,"1,2-DCE + H2 → C2H4 + 2HCl",总反应,还原,"1,2-dichloroethane","C2H4 (61.0%), C2H6 (37.2%), CH4 (0.5%), C2H5Cl (1.0%), RC3 (0.2%)",NA,1.64E-02,1/s,NA,NA,NA,NA,230,°C,NA,NA,2.9,kPa,SiO2,support,271,批次,temperature,NA,NA,TOF based on 5.4% dispersion,"Hydrogen-assisted dechlorination of 1,2-dichloroethane over silica-supported nickel-ruthenium catalysts",Catalysis Communications
Ni63Ru37 catalyst at 250°C,"1,2-DCE + H2 → C2H4 + 2HCl",总反应,还原,"1,2-dichloroethane","C2H4 (71.9%), C2H6 (26.5%), CH4 (0.6%), C2H5Cl (0.6%), RC3 (0.3%)",NA,2.70E-02,1/s,NA,NA,NA,NA,250,°C,NA,NA,2.9,kPa,SiO2,support,271,批次,temperature,NA,NA,TOF based on 5.4% dispersion,"Hydrogen-assisted dechlorination of 1,2-dichloroethane over silica-supported nickel-ruthenium catalysts",Catalysis Communications
Ni36Ru64 catalyst at 230°C,"1,2-DCE + H2 → C2H4 + 2HCl",总反应,还原,"1,2-dichloroethane","C2H4 (64.3%), C2H6 (33.8%), CH4 (0.7%), C2H5Cl (1.0%), RC3 (0.3%)",NA,1.30E-02,1/s,NA,NA,NA,NA,230,°C,NA,NA,2.9,kPa,SiO2,support,271,批次,temperature,NA,NA,TOF based on 5.3% dispersion,"Hydrogen-assisted dechlorination of 1,2-dichloroethane over silica-supported nickel-ruthenium catalysts",Catalysis Communications
Ni36Ru64 catalyst at 250°C,"1,2-DCE + H2 → C2H4 + 2HCl",总反应,还原,"1,2-dichloroethane","C2H4 (75.1%), C2H6 (23.2%), CH4 (0.6%), C2H5Cl (0.7%), RC3 (0.3%)",NA,2.20E-02,1/s,NA,NA,NA,NA,250,°C,NA,NA,2.9,kPa,SiO2,support,271,批次,temperature,NA,NA,TOF based on 5.3% dispersion,"Hydrogen-assisted dechlorination of 1,2-dichloroethane over silica-supported nickel-ruthenium catalysts",Catalysis Communications
Ru100 catalyst at 230°C,"1,2-DCE + H2 → C2H4 + 2HCl",总反应,还原,"1,2-dichloroethane","C2H6 (54.3%), C2H4 (22.8%), CH4 (11.0%), C2H5Cl (10.0%), RC3 (1.8%)",NA,2.86E-03,1/s,NA,NA,NA,NA,230,°C,NA,NA,2.9,kPa,SiO2,support,271,批次,temperature,NA,NA,TOF based on 6% dispersion,"Hydrogen-assisted dechlorination of 1,2-dichloroethane over silica-supported nickel-ruthenium catalysts",Catalysis Communications
Ru100 catalyst at 250°C,"1,2-DCE + H2 → C2H4 + 2HCl",总反应,还原,"1,2-dichloroethane","C2H4 (53.5%), C2H6 (26.3%), CH4 (14.0%), C2H5Cl (5.5%), RC3 (0.7%)",NA,3.12E-03,1/s,NA,NA,NA,NA,250,°C,NA,NA,2.9,kPa,SiO2,support,271,批次,temperature,NA,NA,TOF based on 6% dispersion,"Hydrogen-assisted dechlorination of 1,2-dichloroethane over silica-supported nickel-ruthenium catalysts",Catalysis Communications
"Adsorption of 1,2-DCA on gravel (D=0.25 cm)",NA,NA,吸附,"1,2-DCA","adsorbed 1,2-DCA",NA,NA,NA,NA,NA,NA,NA,25,°C,NA,NA,1000; 2000; 3000; 4000; 5000,μg/L,gravel,aquifer gravel,NA,批次,initial_concentration,NA,NA,Saturated adsorption capacity 1.42 μg/g; Kf=0.322 L/g,"Pump-and-treat enhanced in situ chemical oxidation for 1,2-dichloroethane remediation: sandbox simulation and field-scale application",Journal of Water Process Engineering
"Adsorption of 1,2-DCA on gravel (D=0.50 cm)",NA,NA,吸附,"1,2-DCA","adsorbed 1,2-DCA",NA,NA,NA,NA,NA,NA,NA,25,°C,NA,NA,1000; 2000; 3000; 4000; 5000,μg/L,gravel,aquifer gravel,NA,批次,initial_concentration,NA,NA,Saturated adsorption capacity 1.49 μg/g; Kf=0.306 L/g,"Pump-and-treat enhanced in situ chemical oxidation for 1,2-dichloroethane remediation: sandbox simulation and field-scale application",Journal of Water Process Engineering
"Adsorption of 1,2-DCA on gravel (D=2.00 cm)",NA,NA,吸附,"1,2-DCA","adsorbed 1,2-DCA",NA,NA,NA,NA,NA,NA,NA,25,°C,NA,NA,1000; 2000; 3000; 4000; 5000,μg/L,gravel,aquifer gravel,NA,批次,initial_concentration,NA,NA,Saturated adsorption capacity 1.83 μg/g; Kf=0.428 L/g,"Pump-and-treat enhanced in situ chemical oxidation for 1,2-dichloroethane remediation: sandbox simulation and field-scale application",Journal of Water Process Engineering
"ISCO remediation in sandbox (R=0 cm, ZYJ well)","1,2-DCA + Na2S2O8 + NaOH → products",总反应,还原,"1,2-DCA",degradation products,NA,NA,NA,NA,NA,NA,NA,25,°C,NA,initial,3000.35,μg/L,gravel,aquifer gravel,NA,批次,NA,NA,NA,98.33% removal in 28 days; final conc. 50.05 μg/L,"Pump-and-treat enhanced in situ chemical oxidation for 1,2-dichloroethane remediation: sandbox simulation and field-scale application",Journal of Water Process Engineering
ISCO remediation in sandbox (R=10 cm),"1,2-DCA + Na2S2O8 + NaOH → products",总反应,还原,"1,2-DCA",degradation products,NA,NA,NA,NA,NA,NA,NA,25,°C,NA,initial,1080,μg/L,gravel,aquifer gravel,NA,批次,NA,NA,NA,81.28% removal in 28 days; final conc. 202.15 μg/L,"Pump-and-treat enhanced in situ chemical oxidation for 1,2-dichloroethane remediation: sandbox simulation and field-scale application",Journal of Water Process Engineering
ISCO-P remediation in sandbox (R=10 cm),"1,2-DCA + Na2S2O8 + NaOH → products",总反应,还原,"1,2-DCA",degradation products,NA,NA,NA,NA,NA,NA,NA,25,°C,NA,initial,NA,μg/L,gravel,aquifer gravel,NA,批次,NA,NA,NA,98.62% removal in 6 days with hydrodynamic control,"Pump-and-treat enhanced in situ chemical oxidation for 1,2-dichloroethane remediation: sandbox simulation and field-scale application",Journal of Water Process Engineering
ISCO-P remediation in sandbox (R=20 cm),"1,2-DCA + Na2S2O8 + NaOH → products",总反应,还原,"1,2-DCA",degradation products,NA,NA,NA,NA,NA,NA,NA,25,°C,NA,initial,NA,μg/L,gravel,aquifer gravel,NA,批次,NA,NA,NA,98.11% removal in 6 days with hydrodynamic control,"Pump-and-treat enhanced in situ chemical oxidation for 1,2-dichloroethane remediation: sandbox simulation and field-scale application",Journal of Water Process Engineering
ISCO-P remediation in sandbox (R=30 cm),"1,2-DCA + Na2S2O8 + NaOH → products",总反应,还原,"1,2-DCA",degradation products,NA,NA,NA,NA,NA,NA,NA,25,°C,NA,initial,NA,μg/L,gravel,aquifer gravel,NA,批次,NA,NA,NA,98.54% removal in 6 days with hydrodynamic control,"Pump-and-treat enhanced in situ chemical oxidation for 1,2-dichloroethane remediation: sandbox simulation and field-scale application",Journal of Water Process Engineering
Field ISCO-P remediation - plume fringe zone,"1,2-DCA + Na2S2O8 + NaOH → products",总反应,还原,"1,2-DCA",degradation products,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,initial,0-1000,μg/L,gravel,aquifer gravel,NA,柱实验,NA,NA,NA,74.7% reduction; stable below 147 μg/L for 24 months,"Pump-and-treat enhanced in situ chemical oxidation for 1,2-dichloroethane remediation: sandbox simulation and field-scale application",Journal of Water Process Engineering
Field ISCO-P remediation - plume core zone,"1,2-DCA + Na2S2O8 + NaOH → products",总反应,还原,"1,2-DCA",degradation products,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,initial,1000-2000,μg/L,gravel,aquifer gravel,NA,柱实验,NA,NA,NA,91.3% reduction; stable below 147 μg/L for 24 months,"Pump-and-treat enhanced in situ chemical oxidation for 1,2-dichloroethane remediation: sandbox simulation and field-scale application",Journal of Water Process Engineering
Field ISCO-P remediation - source zone,"1,2-DCA + Na2S2O8 + NaOH → products",总反应,还原,"1,2-DCA",degradation products,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,initial,2000-6000,μg/L,gravel,aquifer gravel,NA,柱实验,NA,NA,NA,95.7% reduction; stable below 147 μg/L for 24 months,"Pump-and-treat enhanced in situ chemical oxidation for 1,2-dichloroethane remediation: sandbox simulation and field-scale application",Journal of Water Process Engineering
"Gas-phase oxidation of 1,2-dichloroethane over CZ50/50 catalyst",NA,总反应,氧化,"1,2-dichloroethane",CO; CO2; HCl; Cl2; vinyl chloride,NA,NA,NA,NA,NA,NA,NA,200-550,°C,NA,NA,1000,ppm,Ce0.5Zr0.5O2,mixed oxide,99,批次,temperature,NA,好氧,GHSV=30000 h⁻¹; flow rate=500 cm³/min; catalyst particle size 0.3-0.5 mm,Impact of induced chlorine-poisoning on the catalytic behaviour of Ce0.5Zr0.5O2 and Ce0.15Zr0.85O2 in the gas-phase oxidation of chlorinated VOCs,Applied Catalysis B: Environmental
"Gas-phase oxidation of 1,2-dichloroethane over CZ15/85 catalyst",NA,总反应,氧化,"1,2-dichloroethane",CO; CO2; HCl; Cl2; vinyl chloride,NA,NA,NA,NA,NA,NA,NA,200-550,°C,NA,NA,1000,ppm,Ce0.15Zr0.85O2,mixed oxide,86,批次,temperature,NA,好氧,GHSV=30000 h⁻¹; flow rate=500 cm³/min,Impact of induced chlorine-poisoning on the catalytic behaviour of Ce0.5Zr0.5O2 and Ce0.15Zr0.85O2 in the gas-phase oxidation of chlorinated VOCs,Applied Catalysis B: Environmental
"Gas-phase oxidation of 1,2-dichloroethane over chlorinated CZ50/50C catalyst",NA,总反应,氧化,"1,2-dichloroethane",CO; CO2; HCl; Cl2; vinyl chloride,NA,NA,NA,NA,NA,NA,NA,200-550,°C,NA,NA,1000,ppm,Ce0.5Zr0.5O2 (chlorinated),mixed oxide,65,批次,temperature,NA,好氧,Chlorine content 0.7 wt%; calcined at 550°C,Impact of induced chlorine-poisoning on the catalytic behaviour of Ce0.5Zr0.5O2 and Ce0.15Zr0.85O2 in the gas-phase oxidation of chlorinated VOCs,Applied Catalysis B: Environmental
"Gas-phase oxidation of 1,2-dichloroethane over chlorinated CZ15/85RC catalyst",NA,总反应,氧化,"1,2-dichloroethane",CO; CO2; HCl; Cl2; vinyl chloride,NA,NA,NA,NA,NA,NA,NA,200-550,°C,NA,NA,1000,ppm,Ce0.15Zr0.85O2 (chlorinated),mixed oxide,76,批次,temperature,NA,好氧,Chlorine content 0.4 wt%; reduced then calcined at 550°C,Impact of induced chlorine-poisoning on the catalytic behaviour of Ce0.5Zr0.5O2 and Ce0.15Zr0.85O2 in the gas-phase oxidation of chlorinated VOCs,Applied Catalysis B: Environmental
DCE oxidation over Co3O4 at 275°C (2nd cycle),C2H4Cl2 + O2 → CO2 + HCl + H2O,总反应,还原,"1,2-dichloroethane (DCE)","CO2, HCl",1,0.29,mmol gcat⁻¹ h⁻¹,NA,NA,70,kJ/mol,275,°C,NA,NA,1000,ppm,Co3O4,metal oxide,NA,批次,temperature,1,好氧,"T50=335°C (CO2), T90=395°C (CO2) for 2nd cycle",Viability of strontium carbonate-modified Co3O4 catalysts for chlorinated VOCs oxidation,Journal of Environmental Chemical Engineering
DCE oxidation over SrCo0.1 at 300°C (2nd cycle),C2H4Cl2 + O2 → CO2 + HCl + H2O,总反应,还原,"1,2-dichloroethane (DCE)","CO2, HCl",1,0.26,mmol gcat⁻¹ h⁻¹,NA,NA,68,kJ/mol,300,°C,NA,NA,1000,ppm,SrCO3-Co3O4,metal oxide,21,批次,temperature,1,好氧,"Sr:Co=0.12, T50=355°C (CO2), T90=500°C (CO2)",Viability of strontium carbonate-modified Co3O4 catalysts for chlorinated VOCs oxidation,Journal of Environmental Chemical Engineering
DCE oxidation over SrCo0.2 at 300°C (2nd cycle),C2H4Cl2 + O2 → CO2 + HCl + H2O,总反应,还原,"1,2-dichloroethane (DCE)","CO2, HCl",1,0.18,mmol gcat⁻¹ h⁻¹,NA,NA,89,kJ/mol,300,°C,NA,NA,1000,ppm,SrCO3-Co3O4,metal oxide,25,批次,temperature,1,好氧,"Sr:Co=0.24, T50=355°C (CO2), T90=450°C (CO2)",Viability of strontium carbonate-modified Co3O4 catalysts for chlorinated VOCs oxidation,Journal of Environmental Chemical Engineering
DCE oxidation over SrCo0.3 at 300°C (2nd cycle),C2H4Cl2 + O2 → CO2 + HCl + H2O,总反应,还原,"1,2-dichloroethane (DCE)","CO2, HCl",1,0.16,mmol gcat⁻¹ h⁻¹,NA,NA,87,kJ/mol,300,°C,NA,NA,1000,ppm,SrCO3-Co3O4,metal oxide,26,批次,temperature,1,好氧,"Sr:Co=0.38, T50=355°C (CO2), T90=475°C (CO2)",Viability of strontium carbonate-modified Co3O4 catalysts for chlorinated VOCs oxidation,Journal of Environmental Chemical Engineering
DCE oxidation over SrCo0.4 at 300°C (2nd cycle),C2H4Cl2 + O2 → CO2 + HCl + H2O,总反应,还原,"1,2-dichloroethane (DCE)","CO2, HCl",1,0.2,mmol gcat⁻¹ h⁻¹,NA,NA,67,kJ/mol,300,°C,NA,NA,1000,ppm,SrCO3-Co3O4,metal oxide,32,批次,temperature,1,好氧,"Sr:Co=0.48, T50=385°C (CO2), T90>500°C (CO2)",Viability of strontium carbonate-modified Co3O4 catalysts for chlorinated VOCs oxidation,Journal of Environmental Chemical Engineering
DCE decomposition on Ni0.99Cu0.01 catalyst in H2/Ar atmosphere,C2H4Cl2 → C + HCl,总反应,催化分解,"1,2-dichloroethane (DCE)",Carbon nanomaterial (CNM) + HCl,NA,NA,NA,NA,NA,NA,NA,600,°C,NA,NA,7.5,vol %,Ni0.99Cu0.01 alloy,Metal alloy catalyst,0.18,批次,Catalyst composition (Cu content),NA,NA,Induction period: 20 min; CNM yield: 27.0 g/gcat after 2h; catalyst prepared by coprecipitation-reduction at 800°C,"Ni-Cu and Ni-Co alloys: Synthesis, structure, and catalytic activity for the decomposition of chlorinated hydrocarbons",Inorganic Materials
DCE decomposition on Ni0.99Co0.01 catalyst in H2/Ar atmosphere,C2H4Cl2 → C + HCl,总反应,催化分解,"1,2-dichloroethane (DCE)",Carbon nanomaterial (CNM) + HCl,NA,NA,NA,NA,NA,NA,NA,600,°C,NA,NA,7.5,vol %,Ni0.99Co0.01 alloy,Metal alloy catalyst,0.18,批次,Catalyst composition (Co content),NA,NA,Induction period: 22 min; CNM yield: 26.4 g/gcat after 2h,"Ni-Cu and Ni-Co alloys: Synthesis, structure, and catalytic activity for the decomposition of chlorinated hydrocarbons",Inorganic Materials
DCE decomposition on pure Ni catalyst in H2/Ar atmosphere,C2H4Cl2 → C + HCl,总反应,催化分解,"1,2-dichloroethane (DCE)",Carbon nanomaterial (CNM) + HCl,NA,NA,NA,NA,NA,NA,NA,600,°C,NA,NA,7.5,vol %,Ni1.0,Metal catalyst,0.18,批次,NA,NA,NA,Induction period: 20 min; CNM yield: 20.0 g/gcat after 2h,"Ni-Cu and Ni-Co alloys: Synthesis, structure, and catalytic activity for the decomposition of chlorinated hydrocarbons",Inorganic Materials
DCE decomposition on Ni0.98Cu0.02 catalyst in H2/Ar atmosphere,C2H4Cl2 → C + HCl,总反应,催化分解,"1,2-dichloroethane (DCE)",Carbon nanomaterial (CNM) + HCl,NA,NA,NA,NA,NA,NA,NA,600,°C,NA,NA,7.5,vol %,Ni0.98Cu0.02 alloy,Metal alloy catalyst,0.18,批次,Catalyst composition (Cu content),NA,NA,Induction period: 16 min; CNM yield: 21.2 g/gcat after 2h,"Ni-Cu and Ni-Co alloys: Synthesis, structure, and catalytic activity for the decomposition of chlorinated hydrocarbons",Inorganic Materials
DCE decomposition on Ni0.95Cu0.05 catalyst in H2/Ar atmosphere,C2H4Cl2 → C + HCl,总反应,催化分解,"1,2-dichloroethane (DCE)",Carbon nanomaterial (CNM) + HCl,NA,NA,NA,NA,NA,NA,NA,600,°C,NA,NA,7.5,vol %,Ni0.95Cu0.05 alloy,Metal alloy catalyst,0.18,批次,Catalyst composition (Cu content),NA,NA,Induction period: 24 min; CNM yield: 17.5 g/gcat after 2h,"Ni-Cu and Ni-Co alloys: Synthesis, structure, and catalytic activity for the decomposition of chlorinated hydrocarbons",Inorganic Materials
DCE decomposition on Ni0.90Cu0.10 catalyst in H2/Ar atmosphere,C2H4Cl2 → C + HCl,总反应,催化分解,"1,2-dichloroethane (DCE)",Carbon nanomaterial (CNM) + HCl,NA,NA,NA,NA,NA,NA,NA,600,°C,NA,NA,7.5,vol %,Ni0.90Cu0.10 alloy,Metal alloy catalyst,0.18,批次,Catalyst composition (Cu content),NA,NA,Induction period: 22 min; CNM yield: 4.9 g/gcat after 2h,"Ni-Cu and Ni-Co alloys: Synthesis, structure, and catalytic activity for the decomposition of chlorinated hydrocarbons",Inorganic Materials
