反应描述,脱氯步骤,反应类型,反应物,产物,速率常数,速率常数_单位,表面反应速率常数,表面反应速率常数_单位,反应级数,半衰期,半衰期_单位,活化能,活化能_单位,温度,温度_单位,pH,氧化还原电位,氧化还原电位_单位,固相矿物类型,矿物比表面积,矿物比表面积_单位,初始浓度,初始浓度_单位,矿物名称,矿物化学式,溶度积,溶度积_单位,沉淀速率常数,沉淀速率常数_单位,溶解速率常数,溶解速率常数_单位,离子活度积,离子活度积_单位,过饱和度,实验体系,其他条件,参考文献
"Arsenate removal at 343 K, 0.5 mg/L As(V), pH 7.0",总反应,氧化/吸附,As(V),NA,0.141,min-g mg⁻¹,NA,NA,2,NA,NA,18.731,kJ/mol,343,K,7,NA,NA,iron hydroxide,NA,NA,0.5,mg/L,Fe(OH)3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Table 10, temperature effect; R²: 0.9988; 影响因素: temperature; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Separation Science and Technology; 地区(作者): India; 尾注: qe experimental 0.451 mg/g, qe calculated 0.448 mg/g",Vasudevan et al. (2010)
As(V) adsorption on Zn0.6Fe2.4O4,NA,吸附,As(V),NA,0.03,g/(mg·min),NA,NA,2,NA,NA,NA,NA,25,°C,7,NA,NA,zinc ferrite spinel,NA,NA,5,mg/L,Zn0.6Fe2.4O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Pseudo-second-order kinetics, data from Table 3; R²: 1; 催化剂投加: 1; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J. Environ. Sci.; 地区(作者): China; 尾注: qe=5.00 mg/g, pseudo-second-order model",Wu et al. 2018
As(V) adsorption on α-Fe2O3,NA,吸附,As(V),NA,0.067,g/(mg·min),NA,NA,2,NA,NA,NA,NA,25,°C,7,NA,NA,iron oxide,NA,NA,5,mg/L,α-Fe2O3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Pseudo-second-order kinetics, data from Table 3; R²: 0.99; 催化剂投加: 1; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J. Environ. Sci.; 地区(作者): China; 尾注: qe=4.98 mg/g, pseudo-second-order model",Wu et al. 2018
As(V) adsorption on γ-Fe2O3,NA,吸附,As(V),NA,0.026,g/(mg·min),NA,NA,2,NA,NA,NA,NA,25,°C,7,NA,NA,iron oxide,NA,NA,5,mg/L,γ-Fe2O3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Pseudo-second-order kinetics, data from Table 3; R²: 0.99; 催化剂投加: 1; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J. Environ. Sci.; 地区(作者): China; 尾注: qe=4.68 mg/g, pseudo-second-order model",Wu et al. 2018
As(V) adsorption on Fe3O4,NA,吸附,As(V),NA,0.024,g/(mg·min),NA,NA,2,NA,NA,NA,NA,25,°C,7,NA,NA,iron oxide,NA,NA,5,mg/L,Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Pseudo-second-order kinetics, data from Table 3; R²: 0.99; 催化剂投加: 1; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J. Environ. Sci.; 地区(作者): China; 尾注: qe=4.02 mg/g, pseudo-second-order model",Wu et al. 2018
As(V) adsorption isotherm on Zn0.6Fe2.4O4,NA,吸附,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,°C,7,NA,NA,zinc ferrite spinel,NA,NA,1月10日,mg/L,Zn0.6Fe2.4O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Langmuir model, data from Table 2; R²: 0.99; 催化剂投加: 1; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J. Environ. Sci.; 地区(作者): China; 尾注: qm=7.86 mg/g, kl=2.78 L/mg, Langmuir model",Wu et al. 2018
As(V) adsorption isotherm on α-Fe2O3,NA,吸附,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,°C,7,NA,NA,iron oxide,NA,NA,1月10日,mg/L,α-Fe2O3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Langmuir model, data from Table 2; R²: 0.99; 催化剂投加: 1; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J. Environ. Sci.; 地区(作者): China; 尾注: qm=6.54 mg/g, kl=2.91 L/mg, Langmuir model",Wu et al. 2018
As(V) adsorption isotherm on γ-Fe2O3,NA,吸附,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,°C,7,NA,NA,iron oxide,NA,NA,1月10日,mg/L,γ-Fe2O3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Langmuir model, data from Table 2; R²: 0.99; 催化剂投加: 1; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J. Environ. Sci.; 地区(作者): China; 尾注: qm=5.16 mg/g, kl=1.59 L/mg, Langmuir model",Wu et al. 2018
As(V) adsorption isotherm on Fe3O4,NA,吸附,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,°C,7,NA,NA,iron oxide,NA,NA,1月10日,mg/L,Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Langmuir model, data from Table 2; R²: 0.99; 催化剂投加: 1; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J. Environ. Sci.; 地区(作者): China; 尾注: qm=6.87 mg/g, kl=0.41 L/mg, Langmuir model",Wu et al. 2018
Arsenate adsorption on Cu/Mg/Fe/La-LDH (LDHs-1) from aqueous solution,总反应,Adsorption,Arsenate (As(V)),NA,0.00664,g/(mg·min),NA,NA,1,NA,NA,NA,NA,25,°C,6,NA,NA,Layered double hydroxide,110,m²/g,5,mg/L,Cu/Mg/Fe/La-LDH (LDHs-1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Langmuir isotherm model, pseudo-second-order kinetics, data from Table 3 and Table 5; R²: 0.999; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: pH, temperature, initial concentration, coexistent ions; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): China; 尾注: Maximum adsorption capacity 25.6 mg/g from Langmuir model; pseudo-second-order k2 value; qe = 22.2 mg/g",Guo et al. (2012)
Arsenate adsorption on Cu/Mg/Fe/La-LDH (LDHs-2) from aqueous solution,总反应,Adsorption,Arsenate (As(V)),NA,NA,NA,NA,NA,1,NA,NA,NA,NA,25,°C,6,NA,NA,Layered double hydroxide,127,m²/g,5,mg/L,Cu/Mg/Fe/La-LDH (LDHs-2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Langmuir isotherm model, data from Table 3; R²: 0.994; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: pH, temperature, initial concentration, coexistent ions; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): China; 尾注: Maximum adsorption capacity 34.5 mg/g from Langmuir model",Guo et al. (2012)
Arsenate adsorption on Cu/Mg/Fe/La-LDH (LDHs-3) from aqueous solution,总反应,Adsorption,Arsenate (As(V)),NA,0.00664,g/(mg·min),NA,NA,1,NA,NA,NA,NA,25,°C,6,NA,NA,Layered double hydroxide,134,m²/g,5,mg/L,Cu/Mg/Fe/La-LDH (LDHs-3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Langmuir isotherm model, pseudo-second-order kinetics, data from Table 3 and Table 5; R²: 0.999; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: pH, temperature, initial concentration, coexistent ions; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): China; 尾注: Maximum adsorption capacity 43.5 mg/g from Langmuir model; pseudo-second-order k2 = 0.00664 g/(mg·min); qe = 22.2 mg/g; equilibrium time 480 min",Guo et al. (2012)
Arsenate adsorption on Cu/Mg/Fe/La-LDH (LDHs-3) at 288 K,总反应,Adsorption,Arsenate (As(V)),NA,NA,NA,NA,NA,NA,NA,NA,60.5,kJ/mol,288,K,6,NA,NA,Layered double hydroxide,134,m²/g,5,mg/L,Cu/Mg/Fe/La-LDH (LDHs-3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,备注: Thermodynamic parameters from Table 6; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: Temperature; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): China; 尾注: ΔH° = 60.5 kJ/mol; ΔS° = 0.221 kJ/(mol·K); ΔG° = -3.15 kJ/mol at 288 K,Guo et al. (2012)
Arsenate adsorption on Cu/Mg/Fe/La-LDH (LDHs-3) at 298 K,总反应,Adsorption,Arsenate (As(V)),NA,NA,NA,NA,NA,NA,NA,NA,60.5,kJ/mol,298,K,6,NA,NA,Layered double hydroxide,134,m²/g,5,mg/L,Cu/Mg/Fe/La-LDH (LDHs-3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,备注: Thermodynamic parameters from Table 6; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: Temperature; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): China; 尾注: ΔH° = 60.5 kJ/mol; ΔS° = 0.221 kJ/(mol·K); ΔG° = -5.24 kJ/mol at 298 K,Guo et al. (2012)
Arsenate adsorption on Cu/Mg/Fe/La-LDH (LDHs-3) at 308 K,总反应,Adsorption,Arsenate (As(V)),NA,NA,NA,NA,NA,NA,NA,NA,60.5,kJ/mol,308,K,6,NA,NA,Layered double hydroxide,134,m²/g,5,mg/L,Cu/Mg/Fe/La-LDH (LDHs-3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,备注: Thermodynamic parameters from Table 6; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: Temperature; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): China; 尾注: ΔH° = 60.5 kJ/mol; ΔS° = 0.221 kJ/(mol·K); ΔG° = -8.58 kJ/mol at 308 K,Guo et al. (2012)
Arsenate adsorption on Cu/Mg/Fe/La-LDH (LDHs-3) at 323 K,总反应,Adsorption,Arsenate (As(V)),NA,NA,NA,NA,NA,NA,NA,NA,60.5,kJ/mol,323,K,6,NA,NA,Layered double hydroxide,134,m²/g,5,mg/L,Cu/Mg/Fe/La-LDH (LDHs-3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,备注: Thermodynamic parameters from Table 6; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: Temperature; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): China; 尾注: ΔH° = 60.5 kJ/mol; ΔS° = 0.221 kJ/(mol·K); ΔG° = -10.6 kJ/mol at 323 K,Guo et al. (2012)
Arsenate adsorption on activated CO2-neutralized red mud at pH 5,总反应,Adsorption,Arsenate (As(V)),NA,6.234E-03,g·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,25,°C,5,NA,NA,"Hematite, goethite, gibbsite, calcite, rutile/anatase, sodalite, quartz, sodium aluminum silicate, magnetite",63,m²/g,10,mg/L,Activated CO2-neutralized red mud (ANRM),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 1, pseudo-second-order kinetics; R²: 0.998; 共存物: NaCl; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 4; 催化剂单位: g/L; 影响因素: pH; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): India; 尾注: qe = 52.604 mg/g",Sahu et al. (2010)
Arsenate adsorption on activated CO2-neutralized red mud at pH 7,总反应,Adsorption,Arsenate (As(V)),NA,4.20E-04,g·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,25,°C,7,NA,NA,"Hematite, goethite, gibbsite, calcite, rutile/anatase, sodalite, quartz, sodium aluminum silicate, magnetite",63,m²/g,10,mg/L,Activated CO2-neutralized red mud (ANRM),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 1, pseudo-second-order kinetics; R²: 0.999; 共存物: NaCl; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 4; 催化剂单位: g/L; 影响因素: pH; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): India; 尾注: qe = 46.620 mg/g",Sahu et al. (2010)
Arsenate adsorption on activated CO2-neutralized red mud at pH 9,总反应,Adsorption,Arsenate (As(V)),NA,1.395E-03,g·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,25,°C,9,NA,NA,"Hematite, goethite, gibbsite, calcite, rutile/anatase, sodalite, quartz, sodium aluminum silicate, magnetite",63,m²/g,10,mg/L,Activated CO2-neutralized red mud (ANRM),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 1, pseudo-second-order kinetics; R²: 0.994; 共存物: NaCl; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 4; 催化剂单位: g/L; 影响因素: pH; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Journal of Hazardous Materials; 地区(作者): India; 尾注: qe = 34.106 mg/g",Sahu et al. (2010)
As(III) adsorption on COIMA in batch experiments,总反应,adsorption,As(III),NA,0.011,g·mg⁻¹·min⁻¹,NA,NA,1,NA,NA,NA,NA,NA,30,°C,initial,NA,copper oxide incorporated mesoporous alumina (COIMA),metal oxide coated alumina,189.25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g/L,"备注: Langmuir isotherm qm=2.161 mg/g, KL=0.141 mol/L, R²=0.998; Freundlich K=0.430 mg/g, 1/n=0.602, R²=0.990; pseudo-second-order k=0.011 g·mg⁻¹·min⁻¹, h=0.0004 mg·g⁻¹·min⁻¹, R²=0.980; particle diffusion kp=0.0031 min⁻¹, R²=0.933; data from Table 2, Table 3, Figs 3, 5, 7, 8; R²: 0.998; 共存物: mg/L; 催化剂投加: m²/g; 催化剂单位: 0.4; 影响因素: batch; 因子n: pH, adsorbent dose, contact time; 介质: laboratory; 氧: water; 提取方法: India; 期刊: Journal of Hazardous Materials; 地区(作者): India; 尾注: table and figure extraction",Pillewan et al. (2011)
As(V) adsorption on COIMA in batch experiments,总反应,adsorption,As(V),NA,0.4047,g·mg⁻¹·min⁻¹,NA,NA,1,NA,NA,NA,NA,NA,30,°C,initial,NA,copper oxide incorporated mesoporous alumina (COIMA),metal oxide coated alumina,189.25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g/L,"备注: Langmuir isotherm qm=2.017 mg/g, KL=0.315 mol/L, R²=0.999; Freundlich K=0.724 mg/g, 1/n=0.720, R²=0.975; pseudo-second-order k=0.4047 g·mg⁻¹·min⁻¹, h=0.1251 mg·g⁻¹·min⁻¹, R²=0.999; particle diffusion kp=0.0076 min⁻¹, R²=0.952; data from Table 2, Table 3, Figs 4, 6, 7, 8; R²: 0.999; 共存物: mg/L; 催化剂投加: m²/g; 催化剂单位: 0.4; 影响因素: batch; 因子n: pH, adsorbent dose, contact time; 介质: laboratory; 氧: water; 提取方法: India; 期刊: Journal of Hazardous Materials; 地区(作者): India; 尾注: table and figure extraction",Pillewan et al. (2011)
As(V) adsorption on Mg-Fe LDH at pH 5.5,总反应,adsorption,As(V),NA,0.0024,g·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,room temperature,NA,5.5,NA,NA,layered double hydroxide,40.1,m²/g,10⁻⁴,M,Mg-Fe LDH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,备注: Kinetic experiment; pseudo-second order model; data from Fig. 1A and Supplementary Table S1; R²: 0.999; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: pH; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Chemosphere; 地区(作者): Czech Republic; 尾注: qe(exp)=129 mg/g; equilibrium time 120 min; 99% removal efficiency,Hudcova et al. (2016)
As(V) adsorption on Mg-Fe LDH at pH 8.5,总反应,adsorption,As(V),NA,0.0019,g·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,room temperature,NA,8.5,NA,NA,layered double hydroxide,40.1,m²/g,10⁻⁴,M,Mg-Fe LDH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,备注: Kinetic experiment; pseudo-second order model; data from Fig. 1A and Supplementary Table S1; R²: 0.999; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: pH; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Chemosphere; 地区(作者): Czech Republic; 尾注: qe(exp)=128 mg/g; equilibrium time 120 min; 98% removal efficiency,Hudcova et al. (2016)
As(V) adsorption on Mg-Fe LDH at pH 5.5,总反应,adsorption,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,room temperature,NA,5.5,NA,NA,layered double hydroxide,40.1,m²/g,1-450,mg/L,Mg-Fe LDH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,备注: Equilibrium experiment; Langmuir model; data from Fig. 1B and Supplementary Table S2; R²: 0.9959; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: initial As(V) concentration; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Chemosphere; 地区(作者): Czech Republic; 尾注: qmax=116 mg/g (Langmuir); Freundlich model R²=0.9988 better fit,Hudcova et al. (2016)
As(V) adsorption on Mg-Fe LDH at pH 6.5,总反应,adsorption,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,room temperature,NA,6.5,NA,NA,layered double hydroxide,40.1,m²/g,1-450,mg/L,Mg-Fe LDH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,备注: Equilibrium experiment; Langmuir model; data from Fig. 1B and Supplementary Table S2; R²: 0.9918; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: initial As(V) concentration; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Chemosphere; 地区(作者): Czech Republic; 尾注: qmax=73 mg/g (Langmuir); Freundlich model R²=0.9976 better fit,Hudcova et al. (2016)
As(V) adsorption on Mg-Fe LDH at pH 7.5,总反应,adsorption,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,layered double hydroxide,40.1,m²/g,1-450,mg/L,Mg-Fe LDH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,备注: Equilibrium experiment; Langmuir model; data from Fig. 1B and Supplementary Table S2; R²: 0.9893; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: initial As(V) concentration; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: Chemosphere; 地区(作者): Czech Republic; 尾注: qmax=25 mg/g (Langmuir); Freundlich model R²=0.9968 better fit; highest KL affinity,Hudcova et al. (2016)
"As(III) sorption by calix[4]arene modified XAD-4 resin at pH 4.5, 25°C",总反应,吸附,As(III),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,°C,4.5,NA,NA,synthetic resin,NA,NA,30,mg/L,calix[4]arene diamide impregnated XAD-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Data from Langmuir isotherm; equilibrium reached in 30-45 min; pseudo-second-order kinetics; R²: 0.99; 催化剂投加: 0.5; 催化剂单位: g/L; 影响因素: pH; temperature; initial concentration; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J Iran Chem Soc; 地区(作者): Pakistan; 尾注: Langmuir Q = 100 mmol/g; Temkin model also fits well; RL = 0.15-0.59 favorable; maximum sorption 82% at pH 4.5,Memon et al. 2014
As(III) sorption kinetics at 20°C,总反应,吸附,As(III),NA,4.05E-15,min⁻¹,NA,NA,2,NA,NA,0.034,kJ/mol,20,°C,4.5,NA,NA,synthetic resin,NA,NA,30,mg/L,calix[4]arene diamide impregnated XAD-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Pseudo-second-order kinetic model; Table 3; R²: 0.99; 催化剂投加: 0.5; 催化剂单位: g/L; 影响因素: temperature; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J Iran Chem Soc; 地区(作者): Pakistan; 尾注: Pseudo-second-order k2; intraparticle diffusion Rd=0.80,Memon et al. 2014
As(III) sorption kinetics at 30°C,总反应,吸附,As(III),NA,2.09E-15,min⁻¹,NA,NA,2,NA,NA,0.034,kJ/mol,30,°C,4.5,NA,NA,synthetic resin,NA,NA,30,mg/L,calix[4]arene diamide impregnated XAD-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Pseudo-second-order kinetic model; Table 3; R²: 0.98; 催化剂投加: 0.5; 催化剂单位: g/L; 影响因素: temperature; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J Iran Chem Soc; 地区(作者): Pakistan; 尾注: Pseudo-second-order k2; intraparticle diffusion Rd=1.21,Memon et al. 2014
As(III) sorption kinetics at 40°C,总反应,吸附,As(III),NA,1.28E-15,min⁻¹,NA,NA,2,NA,NA,0.034,kJ/mol,40,°C,4.5,NA,NA,synthetic resin,NA,NA,30,mg/L,calix[4]arene diamide impregnated XAD-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,备注: Pseudo-second-order kinetic model; Table 3; R²: 0.99; 催化剂投加: 0.5; 催化剂单位: g/L; 影响因素: temperature; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: J Iran Chem Soc; 地区(作者): Pakistan; 尾注: Pseudo-second-order k2; intraparticle diffusion Rd=0.99; endothermic process,Memon et al. 2014
Fe(II) oxidation in groundwater-fed lowland streams,总反应,氧化,Fe(II),Fe(III) oxyhydroxides,0.056,h⁻¹,NA,NA,1,12,h,NA,NA,NA,NA,circumneutral,NA,NA,NA,NA,NA,13.7,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,野外,"备注: Catchment-scale oxidation rate fitted from field data across 56 locations and 4 sampling moments; 方程式: Fe(II) + O2 → Fe(III) oxyhydroxides; 共存物: O2, DOC, DIC, P, As; 共存物浓度: variable; 影响因素: pH/温度/O2浓度; 尺度: 野外; 介质: 地下水/stream water; 氧: 好氧; 地区: northeastern Belgium (Kleine Nete and Demer tributaries); 提取方法: 表格直接提取; 期刊: Environmental Science & Technology; 地区(作者): Belgium; 尾注: Initial Fe concentration fitted as 13.7±2.5 mg/L; data from Equation 1 fitting",Baken et al. 2015
Fe(II) oxidation in Kleine Nete catchment - April sampling,总反应,氧化,Fe(II),Fe(III) oxyhydroxides,0.06,h⁻¹,NA,NA,1,NA,NA,NA,NA,NA,NA,circumneutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,野外,"备注: Seasonal oxidation rate; 方程式: Fe(II) + O2 → Fe(III) oxyhydroxides; 共存物: O2, DOC, DIC, P, As; 共存物浓度: variable; 影响因素: pH/温度/季节; 尺度: 野外; 介质: stream water; 氧: 好氧; 地区: Kleine Nete catchment, Belgium; 提取方法: 表格直接提取; 期刊: Environmental Science & Technology; 地区(作者): Belgium; 尾注: April sampling; median predicted k1=0.06 h⁻¹",Baken et al. 2015
Fe(II) oxidation in Kleine Nete catchment - November sampling,总反应,氧化,Fe(II),Fe(III) oxyhydroxides,0.06,h⁻¹,NA,NA,1,NA,NA,NA,NA,NA,NA,circumneutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,野外,"备注: Seasonal oxidation rate; 方程式: Fe(II) + O2 → Fe(III) oxyhydroxides; 共存物: O2, DOC, DIC, P, As; 共存物浓度: variable; 影响因素: pH/温度/季节; 尺度: 野外; 介质: stream water; 氧: 好氧; 地区: Kleine Nete catchment, Belgium; 提取方法: 表格直接提取; 期刊: Environmental Science & Technology; 地区(作者): Belgium; 尾注: November sampling; median predicted k1=0.02 h⁻¹",Baken et al. 2015
ROX degradation in UV/H₂O₂ at pH 7.0,总反应,氧化,roxarsone (ROX),"As(V) (77.6% conversion at 20 min); intermediates: 3,4-dihydroxybenzenearsonic acid, o-nitrophenol, 2-nitrohydroquinone, catechol, hydroquinone, 1,2,4-benzenetriol",0.18,min⁻¹,NA,NA,1,NA,NA,NA,NA,20,°C,7,NA,NA,NA,NA,NA,50,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 1a, [H₂O₂]=0.5 mM; 催化剂投加: 0.5; 催化剂单位: mM (H₂O₂); 影响因素: oxidant dosage; 尺度: 实验室; 介质: 水; 光: UV (254 nm); 提取方法: 图提取; 期刊: Journal of Hazardous Materials; 地区(作者): China (Nanjing); 尾注: 96.0% removal at 20 min; k•OH,ROX=(2.71±0.27)×10⁹ M⁻¹s⁻¹","Chen et al., 2020"
