reaction_description（原文中对实验条件的简要描述，例：CT reduction in ultrapure water）,Chemical Reaction Equation（反应方程式例如CCl4 + e- →CCl3 + Cl-）,reaction_step（总反应/第1步/第2步）,reaction_type（还原 / 氧化 / 生物降解/还原+生物降解等）,reactant（反应物）,product（含产物生成比例）,reaction_order（1/0/2）,rate_constant,rate_constant_unit（min⁻¹ / h⁻¹ / L·m⁻²·h⁻¹）,half_life,half_life_unit（h / min / d）,activation_energy（活化能）,activation_energy_unit（kJ/mol）,temperature,temperature_unit（°C / K）,pH,pH_note（"buffered" / "initial"）,initial_concentration,initial_concentration_unit（mg/L / μM / mM）,mineral_type,mineral_surface_area,mineral_surface_area_unit（m²/g）,experiment_type（批次 / 柱实验 / 田间）,影响速率常数因素（pH/温度/反应物浓度/生成物浓度等）,影响速率常数因子n,oxygen_condition（氧气条件 好氧 / 厌氧 / 微好氧）,notes（其他备注，如"CF yield 28%" / "k1 and k2 from sequential fitting"）,参考文献,journal（文献发表所在期刊）
"CT reduction at iron electrode, -1085 mV",CCl4 + 2e- + H+ → CHCl3 + Cl-,Total reaction,还原,CCl4,CHCl3; Cl-,1,8.0E-4,L·m⁻²·h⁻¹,NA,NA,NA,NA,22,°C,6.5,initial,2,mM,Metal electrode,1,cm²,批次,electrode potential,NA,厌氧,Rotating disk electrode,,Environ. Sci. Technol.
CT reduction activation energy at -685 mV,CCl4 + 2e- + H+ → CHCl3 + Cl-,Total reaction,还原,CCl4,CHCl3; Cl-,1,NA,NA,NA,NA,47.8,kJ/mol,2 to 42,°C,6.5,initial,2,mM,Metal electrode,1,cm²,批次,temperature; electrode potential,NA,厌氧,Ea±2.0 kJ/mol (95% CI),,Environ. Sci. Technol.
CT reduction activation energy at -785 mV,CCl4 + 2e- + H+ → CHCl3 + Cl-,Total reaction,还原,CCl4,CHCl3; Cl-,1,NA,NA,NA,NA,42,kJ/mol,2 to 42,°C,6.5,initial,2,mM,Metal electrode,1,cm²,批次,temperature; electrode potential,NA,厌氧,Ea from temperature-dependent rate constants,,Environ. Sci. Technol.
CT reduction activation energy at -885 mV,CCl4 + 2e- + H+ → CHCl3 + Cl-,Total reaction,还原,CCl4,CHCl3; Cl-,1,NA,NA,NA,NA,37,kJ/mol,2 to 42,°C,6.5,initial,2,mM,Metal electrode,1,cm²,批次,temperature; electrode potential,NA,厌氧,Ea from temperature-dependent rate constants,,Environ. Sci. Technol.
CT reduction activation energy at -985 mV,CCl4 + 2e- + H+ → CHCl3 + Cl-,Total reaction,还原,CCl4,CHCl3; Cl-,1,NA,NA,NA,NA,35,kJ/mol,2 to 42,°C,6.5,initial,2,mM,Metal electrode,1,cm²,批次,temperature; electrode potential,NA,厌氧,Ea from temperature-dependent rate constants,,Environ. Sci. Technol.
CT reduction activation energy at -1085 mV,CCl4 + 2e- + H+ → CHCl3 + Cl-,Total reaction,还原,CCl4,CHCl3; Cl-,1,NA,NA,NA,NA,33,kJ/mol,2 to 42,°C,6.5,initial,2,mM,Metal electrode,1,cm²,批次,temperature; electrode potential,NA,厌氧,Ea±1.6 kJ/mol (95% CI),,Environ. Sci. Technol.
"CCl4 HDC in ethanol over Pd/Mont at 323K, 12h",CCl4 + H2 → CHCl3 + HCl,总反应,还原,CCl4,CHCl3 (93.3%); C2HxCl4-x (1.3%); C2Cl6 (5.4%),NA,NA,NA,NA,NA,NA,NA,323,K,NA,NA,64.5,mmol,NA,NA,NA,批次,C2H5OH/CCl4 mole ratio,NA,NA,2.8 wt.% Pd/Mont; P(H2)=3 MPa; CCl4 conversion=43.5%; C2H5OH conversion=17.3%,Liquid-phase hydrodechlorination of CCl4 in a medium of acetal and diethyl carbonate,Journal of Molecular Catalysis A: Chemical
"CCl4 HDC in ethanol over Pd/AC at 323K, 12h",CCl4 + H2 → CHCl3 + HCl,总反应,还原,CCl4,CHCl3 (97.2%); C2HxCl4-x (1.2%); C2Cl6 (1.6%),NA,NA,NA,NA,NA,NA,NA,323,K,NA,NA,64.5,mmol,NA,864,m²/g,批次,NA,NA,NA,3.0 wt.% Pd/AC; P(H2)=3 MPa; CCl4 conversion=47.8%; C2H5OH conversion=9.9%,,Journal of Molecular Catalysis A: Chemical
"CCl4 HDC in ethanol over Pt/Mont at 323K, 12h",CCl4 + H2 → CHCl3 + HCl,总反应,还原,CCl4,CHCl3 (95.6%); C2HxCl4-x (0.9%); C2Cl6 (3.5%),NA,NA,NA,NA,NA,NA,NA,323,K,NA,NA,64.5,mmol,NA,227,m²/g,批次,NA,NA,NA,2.5 wt.% Pt/Mont; P(H2)=3 MPa; CCl4 conversion=48.4%; C2H5OH conversion=19.7%,,Journal of Molecular Catalysis A: Chemical
CCl4 HDC temperature effect at 338K,CCl4 + H2 → CHCl3 + HCl,总反应,还原,CCl4,CHCl3 (93.9%); C2HxCl4-x (1.8%); C2Cl6 (4.3%),NA,NA,NA,NA,NA,NA,NA,338,K,NA,NA,64.5,mmol,NA,227,m²/g,批次,温度,NA,NA,Pd/Mont; P(H2)=3 MPa; 6h reaction; CCl4 conversion=46.6%,,Journal of Molecular Catalysis A: Chemical
CCl4 HDC temperature effect at 353K,CCl4 + H2 → CHCl3 + HCl,总反应,还原,CCl4,CHCl3 (92.5%); C2HxCl4-x (4.6%); C2Cl6 (2.9%),NA,NA,NA,NA,NA,NA,NA,353,K,NA,NA,64.5,mmol,NA,227,m²/g,批次,温度,NA,NA,Pd/Mont; P(H2)=3 MPa; 6h reaction; CCl4 conversion=62.8%,,Journal of Molecular Catalysis A: Chemical
CCl4 dechlorination in methanol with Ag/C catalyst,CCl4 → CH2Cl2 + CHCl3,总反应,还原,CCl4,CH2Cl2 (60 mol%); CHCl3 (40 mol%),NA,NA,NA,NA,NA,NA,NA,403,K,NA,NA,5 ml CCl4 in 25 ml methanol,ml,carbon support,924,m²/g,批次,NA,NA,厌氧,Teflون-lined autoclave; 1.0 MPa N2; Ag/C catalyst (8 wt% Ag); catalyst recyclable for 4 runs with no significant activity loss,Catalytic Dechlorination of Carbon Tetrachloride in Liquid Phase with Methanol as H-Donor Over Ag/C Catalyst,Journal of Nanoscience and Nanotechnology
CCl4 dechlorination by citrate-based modified Fenton reaction at pH 7,CCl4 + O2•- → products + Cl-,总反应,还原,CCl4,NA,1,2.05E-03,min⁻¹,NA,NA,NA,NA,23-26,°C,7,buffered,NA,NA,NA,NA,NA,批次,pH,NA,厌氧,kobs at 95% confidence: 1.78E-03 to 2.32E-03 min⁻¹; normalized Cl- formation = 0.71 at 24h,Selected chloro-organic detoxifications by polychelate (Poly(acrylic acid)) and citrate-based Fenton reaction at neutral pH environment,Ind. Eng. Chem. Res.
CCl4 dechlorination by PAA-based modified Fenton reaction at pH 7,CCl4 + O2•- → products + Cl-,总反应,还原,CCl4,NA,NA,NA,NA,NA,NA,NA,NA,23-26,°C,7,buffered,NA,NA,NA,NA,NA,批次,pH,NA,厌氧,Normalized Cl- formation = 0.63 at 24h; reaction time 24h,,Ind. Eng. Chem. Res.
CCl3 + O2 reaction rate constant determination by pulse radiolysis,CCl3 + O2 → CCl3O2,第1步,氧化,CCl3 radical,CCl3O2 radical,1,3.3E+09,M⁻¹ s⁻¹,NA,NA,NA,NA,23,°C,10,initial,4.1E-02,M,NA,NA,NA,批次,NA,NA,好氧,Pulse radiolysis; air-saturated (3E-04 M O2),ONE ELECTRON REDUCTION OF CCL4 IN OXYGENATED AQUEOUS-SOLUTIONS - A CCL3O2-FREE RADICAL MEDIATED FORMATION OF CL- AND CO2,Chem.-Biol. Interactions
CCl4 reduction in oxygenated t-butanol solutions - maximum Cl- yield,CCl4 + e⁻aq → 4Cl⁻ + CO2 (overall),总反应,还原,CCl4,Cl⁻; CO2,NA,NA,NA,NA,NA,NA,NA,23,°C,NA,NA,1E-03,M,NA,NA,NA,批次,oxygen concentration,NA,好氧,G(Cl⁻)=10.6±0.9 at [O2]=2E-04 M; dose rate 414 Gy/h,,Chem.-Biol. Interactions
CCl4 reduction in oxygenated t-butanol solutions - maximum CO2 yield,CCl4 + e⁻aq → 4Cl⁻ + CO2 (overall),总反应,还原,CCl4,CO2,NA,NA,NA,NA,NA,NA,NA,23,°C,NA,NA,1E-03,M,NA,NA,NA,批次,oxygen concentration,NA,好氧,G(CO2)=2.6 at [O2]=2E-04 M; G(Cl⁻)/G(CO2)=4 at [O2]≥1.5E-04 M,,Chem.-Biol. Interactions
"1,2-dichloroethane transformation by M. thermoautotrophicum",CH2Cl-CH2Cl → CH2=CH2,总反应,还原,"1,2-dichloroethane",ethene (7% yield),NA,NA,NA,NA,NA,NA,NA,63,°C,NA,NA,~20,μM,NA,NA,NA,批次,NA,NA,厌氧,70 nmol ethene formed after 8 days from 1000 nmol substrate; autotrophic growth,Characterization of genes involved in the degradation of carbon tetrachloride by Pseudomonas stutzeri strain KC,FEMS Microbiology Letters
CCl4 reduction by M. thermoautotrophicum,CCl4 → CHCl3,总反应,还原,tetrachloromethane,trichloromethane,NA,NA,NA,NA,NA,NA,NA,63,°C,NA,NA,~20,μM,NA,NA,NA,批次,NA,NA,厌氧,110 nmol CHCl3 formed after 4 days from 1000 nmol CCl4; autotrophic growth; poor growth,,FEMS Microbiology Letters
CH3-CCl3 reduction by M. thermoautotrophicum,CH3-CCl3 → CH3-CHCl2,总反应,还原,"1,1,1-trichloroethane","1,1-dichloroethane",NA,NA,NA,NA,NA,NA,NA,63,°C,NA,NA,~20,μM,NA,NA,NA,批次,NA,NA,厌氧,110 nmol CH3-CHCl2 formed after 8 days from 1000 nmol substrate; autotrophic growth; poor growth,,FEMS Microbiology Letters
CHCl3 reduction by M. thermoautotrophicum,CHCl3 → CH2Cl2,总反应,还原,trichloromethane,dichloromethane,NA,NA,NA,NA,NA,NA,NA,63,°C,NA,NA,~20,μM,NA,NA,NA,批次,NA,NA,厌氧,10 nmol CH2Cl2 formed after 8 days from 1000 nmol CHCl3; autotrophic growth; poor growth,,FEMS Microbiology Letters
CCl4 reduction by D. autotrophicum,CCl4 → CHCl3 + CH2Cl2,总反应,还原,tetrachloromethane,trichloromethane; dichloromethane,NA,NA,NA,NA,NA,NA,NA,27,°C,NA,NA,~20,μM,NA,NA,NA,批次,NA,NA,厌氧,2000 nmol CCl4 completely transformed in 6 days; 1640 nmol CHCl3 and 480 nmol CH2Cl2 at day 6; heterotrophic growth; poor growth,,FEMS Microbiology Letters
CHCl3 reduction by D. autotrophicum,CHCl3 → CH2Cl2,总反应,还原,trichloromethane,dichloromethane,NA,NA,NA,NA,NA,NA,NA,27,°C,NA,NA,~20,μM,NA,NA,NA,批次,NA,NA,厌氧,2000 nmol CHCl3 reduced to 1060 nmol CHCl3 and 1100 nmol CH2Cl2 after 19 days; heterotrophic growth,,FEMS Microbiology Letters
CH3-CCl3 reduction by D. autotrophicum,CH3-CCl3 → CH3-CHCl2,总反应,还原,"1,1,1-trichloroethane","1,1-dichloroethane",NA,NA,NA,NA,NA,NA,NA,27,°C,NA,NA,~20,μM,NA,NA,NA,批次,NA,NA,厌氧,2000 nmol CH3-CCl3 reduced to 1040 nmol CH3-CCl3 and 1060 nmol CH3-CHCl2 after 19 days; heterotrophic growth,,FEMS Microbiology Letters
CT biodegradation to CF at 3.3 mM CT,CT → CF,total reaction,还原,CT,CF (yield not specified),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,mM,natural sand,NA,NA,柱实验,NA,NA,厌氧,"CF concentration 1.3 mM beyond port 2, DCM detected only first 4 days",Column studies of biodegradation of mixtures of tetrachloroethene and carbon tetrachloride,Water Research
CT biodegradation to CF at 6.6 mM CT,CT → CF,total reaction,还原,CT,CF (yield not specified),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,mM,natural sand,NA,NA,柱实验,NA,NA,厌氧,"CF concentration ~2.3 mM, DCM up to 1.0 mM detected",,Water Research
CT biodegradation to CF at 13.0 mM CT,CT → CF,total reaction,还原,CT,CF (yield not specified),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,mM,natural sand,NA,NA,柱实验,NA,NA,厌氧,"CF concentration 3.0 mM, DCM up to 2.8 mM at inlet, DCM degraded by port 3",,Water Research
CTC reduction with 0.2% Pd/Fe (Table 1),,总反应,还原,CTC,"CF, DCM, methane",1,10.64,h⁻¹,0.07,h,,,22±1,°C,7.0,,122,μM,Pd/Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",Iron-mediated reduction rates and pathways of halogenated methanes with nanoscale Pd/Fe: Analysis of linear free energy relationship,Chemosphere
CF reduction with 0.2% Pd/Fe (Table 1),,总反应,还原,CF,"DCM, methane",1,0.47,h⁻¹,1.47,h,,,22±1,°C,7.0,,167,μM,Pd/Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CTB reduction with 0.2% Pd/Fe (Table 1),,总反应,还原,CTB,"BF, DBM, BM, methane",1,17.41,h⁻¹,0.04,h,,,22±1,°C,7.0,,61,μM,Pd/Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CTC reduction with 1% Pd/Fe (Table 1),,总反应,还原,CTC,"CF, methane",1,56.04,h⁻¹,0.01,h,,,22±1,°C,7.0,,122,μM,Pd/Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CF reduction with 1% Pd/Fe (Table 1),,总反应,还原,CF,methane,1,0.89,h⁻¹,0.78,h,,,22±1,°C,7.0,,167,μM,Pd/Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CTC reduction with Fe (Table 1),,总反应,还原,CTC,"CF, methane",1,3.96,h⁻¹,0.18,h,,,22±1,°C,7.0,,122,μM,Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CF reduction with Fe (Table 1),,总反应,还原,CF,products,1,3.39E-2,h⁻¹,20.45,h,,,22±1,°C,7.0,,167,μM,Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CTC reduction with 0.2% Pd/Fe (Table 1),,总反应,还原,CTC,"CF, DCM, methane",1,10.64,h⁻¹,0.07,h,,,22±1,°C,7.0,,122,μM,Pd/Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CF reduction with 0.2% Pd/Fe (Table 1),,总反应,还原,CF,"DCM, methane",1,0.47,h⁻¹,1.47,h,,,22±1,°C,7.0,,167,μM,Pd/Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CTC reduction with 1% Pd/Fe (Table 1),,总反应,还原,CTC,"CF, methane",1,56.04,h⁻¹,0.01,h,,,22±1,°C,7.0,,122,μM,Pd/Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CF reduction with 1% Pd/Fe (Table 1),,总反应,还原,CF,methane,1,0.89,h⁻¹,0.78,h,,,22±1,°C,7.0,,167,μM,Pd/Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CTC reduction with Fe (Table 1),,总反应,还原,CTC,"CF, methane",1,3.96,h⁻¹,0.18,h,,,22±1,°C,7.0,,122,μM,Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CF reduction with Fe (Table 1),,总反应,还原,CF,products,1,3.39E-2,h⁻¹,20.45,h,,,22±1,°C,7.0,,167,μM,Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CTC reduction with 0.2% Pd/Fe (Table 1),,总反应,还原,CTC,"CF, DCM, methane",1,10.64,h⁻¹,0.07,h,,,22±1,°C,7.0,,122,μM,Pd/Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CF reduction with 0.2% Pd/Fe (Table 1),,总反应,还原,CF,"DCM, methane",1,0.47,h⁻¹,1.47,h,,,22±1,°C,7.0,,167,μM,Pd/Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CTC reduction with 1% Pd/Fe (Table 1),,总反应,还原,CTC,"CF, methane",1,56.04,h⁻¹,0.01,h,,,22±1,°C,7.0,,122,μM,Pd/Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CF reduction with 1% Pd/Fe (Table 1),,总反应,还原,CF,methane,1,0.89,h⁻¹,0.78,h,,,22±1,°C,7.0,,167,μM,Pd/Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CTC reduction with Fe (Table 1),,总反应,还原,CTC,"CF, methane",1,3.96,h⁻¹,0.18,h,,,22±1,°C,7.0,,122,μM,Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
CF reduction with Fe (Table 1),,总反应,还原,CF,products,1,3.39E-2,h⁻¹,20.45,h,,,22±1,°C,7.0,,167,μM,Fe纳米颗粒,26,m² g⁻¹,批次实验,NA,NA,NA,"金属负载量2.5 g/l, 无顶空",,Chemosphere
"CT degradation with PS=60 mmol/L, FA=30 mmol/L (Figure 3a)",,总反应,还原,CT,"Cl⁻, CO₂",0,0.0114,μmol·L⁻¹·min⁻¹,NA,NA,,,50,°C,2.59 (unadjusted),,10,μmol·L⁻¹,NA,NA,NA,批次实验,NA,NA,NA,"[PS]=60 mmol/L, [FA]=30 mmol/L",Degradation of carbon tetrachloride in thermally activated persulfate system in the presence of formic acid,ResearchGate
"CT degradation with PS=30 mmol/L, FA=30 mmol/L (Figure 3a)",,总反应,还原,CT,"Cl⁻, CO₂",0,0.0068,μmol·L⁻¹·min⁻¹,NA,NA,,,50,°C,2.59 (unadjusted),,10,μmol·L⁻¹,NA,NA,NA,批次实验,NA,NA,NA,"[PS]=30 mmol/L, [FA]=30 mmol/L",,ResearchGate
"CT degradation with PS=20 mmol/L, FA=30 mmol/L (Figure 3a)",,总反应,还原,CT,"Cl⁻, CO₂",0,0.0056,μmol·L⁻¹·min⁻¹,NA,NA,,,50,°C,2.59 (unadjusted),,10,μmol·L⁻¹,NA,NA,NA,批次实验,NA,NA,NA,"[PS]=20 mmol/L, [FA]=30 mmol/L",,ResearchGate
"CT degradation with PS=10 mmol/L, FA=30 mmol/L (Figure 3a)",,总反应,还原,CT,"Cl⁻, CO₂",0,0.0020,μmol·L⁻¹·min⁻¹,NA,NA,,,50,°C,2.59 (unadjusted),,10,μmol·L⁻¹,NA,NA,NA,批次实验,NA,NA,NA,"[PS]=10 mmol/L, [FA]=30 mmol/L",,ResearchGate
"CT degradation with PS=5 mmol/L, FA=30 mmol/L (Figure 3a)",,总反应,还原,CT,"Cl⁻, CO₂",0,0.0008,μmol·L⁻¹·min⁻¹,NA,NA,,,50,°C,2.59 (unadjusted),,10,μmol·L⁻¹,NA,NA,NA,批次实验,NA,NA,NA,"[PS]=5 mmol/L, [FA]=30 mmol/L",,ResearchGate
CT biodegradation in glycerol medium (Figure 3),,总反应,还原,Carbon tetrachloride,NA,1,0.0042,h⁻¹,NA,NA,,,36,°C,NA,,213,μg/L,NA,NA,NA,批次实验,NA,NA,NA,"Glycerol 0.25 g/L, initial ORP +89 mV","Effects of electron donor, dissolved oxygen, and oxidation-reduction potential biodegradation of carbon tetrachloride by Escherichia coli K-12",Water Environment Research
CT biodegradation in glucose medium (Figure 3),,总反应,还原,Carbon tetrachloride,NA,1,0.0088,h⁻¹,NA,NA,,,36,°C,NA,,213,μg/L,NA,NA,NA,批次实验,NA,NA,NA,"Glucose 1.0 g/L, initial ORP +58 mV",,Water Environment Research
CT biodegradation in glucose medium with H₂O₂ (Figure 4),,总反应,还原,Carbon tetrachloride,NA,1,0.0024,h⁻¹,NA,NA,,,36,°C,NA,,278,μg/L,NA,NA,NA,批次实验,NA,NA,NA,"Glucose medium, H₂O₂ added, initial ORP +248 mV",,Water Environment Research
CT biodegradation in glucose medium with H₂O₂ (Figure 4),,总反应,还原,Carbon tetrachloride,NA,1,0.0037,h⁻¹,NA,NA,,,36,°C,NA,,278,μg/L,NA,NA,NA,批次实验,NA,NA,NA,"Glucose medium, H₂O₂ added, initial ORP +157 mV",,Water Environment Research
"CT biodegradation in glycerol medium, oxic condition (Figure 7)",,总反应,还原,Carbon tetrachloride,NA,1,0.0031,h⁻¹,NA,NA,,,36,°C,NA,,315,μg/L,NA,NA,NA,批次实验,NA,NA,NA,"Glycerol medium, oxic, initial ORP +103 mV",,Water Environment Research
CT biodegradation in glycerol medium with Ti(III) citrate (Figure 7),,总反应,还原,Carbon tetrachloride,NA,1,0.0058,h⁻¹,NA,NA,,,36,°C,NA,,315,μg/L,NA,NA,NA,批次实验,NA,NA,NA,"Glycerol medium, Ti(III) citrate added, anoxic, initial ORP -59 mV",,Water Environment Research
CT biodegradation in glycerol medium with Ti(III) citrate (Figure 7),,总反应,还原,Carbon tetrachloride,NA,1,0.0049,h⁻¹,NA,NA,,,36,°C,NA,,315,μg/L,NA,NA,NA,批次实验,NA,NA,NA,"Glycerol medium, Ti(III) citrate added, anoxic, initial ORP -162 mV",,Water Environment Research
"CT transformation by EV-5L ADC+S (Fig. 1, Table 1)",,总反应,还原,CCl4,CHCl3+CH2Cl2+CS2+CO2,1,0.59,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,"formate (2 mM), cell protein (~0.75 mg)",Transformation of carbon tetrachloride and chloroform by trichloroethene respiring anaerobic mixed cultures and supernatant,Chemosphere
"CT transformation by VS-5L ADC+S (Fig. 1, Table 1)",,总反应,还原,CCl4,CHCl3+CH2Cl2+CS2+CO2,1,0.81,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,"formate (2 mM), cell protein (~0.75 mg)",,Chemosphere
"CT to CHCl3 by EV-5L (Table 2, Fig. 3a)",,第1步,还原,CCl4,CHCl3,1,0.18,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,formate (2 mM),,Chemosphere
"CHCl3 to CH2Cl2 by EV-5L (Table 2, Fig. 3a)",,第2步,还原,CHCl3,CH2Cl2,1,0.009,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,"formate (2 mM), biotic reaction",,Chemosphere
"CT to CS2 by EV-5L (Table 2, Fig. 3a)",,第1步,还原,CCl4,CS2,1,0.053,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,formate (2 mM),,Chemosphere
"CT to CO2 by EV-5L (Table 2, Fig. 3a)",,第1步,还原,CCl4,CO2,1,0.34,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,"formate (2 mM), CO2 assumed as unknown product",,Chemosphere
"CHCl3 to CO2 by EV-5L (Table 2, Fig. 3a)",,第2步,还原,CHCl3,CO2,1,0.01,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,"formate (2 mM), CO2 assumed",,Chemosphere
"CS2 to CO2 by EV-5L (Table 2, Fig. 3a)",,第2步,还原,CS2,CO2,1,0.049,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,"formate (2 mM), CO2 assumed",,Chemosphere
"CT to CHCl3 by VS-5L (Table 2, Fig. 3d)",,第1步,还原,CCl4,CHCl3,1,0.31,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,formate (2 mM),,Chemosphere
"CHCl3 to CH2Cl2 by VS-5L (Table 2, Fig. 3d)",,第2步,还原,CHCl3,CH2Cl2,1,0.013,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,"formate (2 mM), biotic reaction",,Chemosphere
"CT to CS2 by VS-5L (Table 2, Fig. 3d)",,第1步,还原,CCl4,CS2,1,0.094,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,formate (2 mM),,Chemosphere
"CT to CO2 by VS-5L (Table 2, Fig. 3d)",,第1步,还原,CCl4,CO2,1,0.39,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,"formate (2 mM), CO2 assumed",,Chemosphere
"CHCl3 to CO2 by VS-5L (Table 2, Fig. 3d)",,第2步,还原,CHCl3,CO2,1,0.032,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,"formate (2 mM), CO2 assumed",,Chemosphere
"CS2 to CO2 by VS-5L (Table 2, Fig. 3d)",,第2步,还原,CS2,CO2,1,0.017,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,"formate (2 mM), CO2 assumed",,Chemosphere
"CT transformation with NaN3 by EV-5L (Table 1, Fig. 3b)",,总反应,还原,CCl4,CHCl3+CO2,1,0.40,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,"formate (2 mM), NaN3 (50 mM), abiotic",,Chemosphere
"CT transformation with NaN3 by VS-5L (Table 1, Fig. 3e)",,总反应,还原,CCl4,CHCl3+CO2,1,1.05,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,"formate (2 mM), NaN3 (50 mM), abiotic",,Chemosphere
"CT+TCE transformation by EV-5L (Table 1, Fig. 3c)",,总反应,还原,CCl4,CHCl3+CH2Cl2+CS2+CO2,1,1.05,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,"formate (2 mM), TCE (50 mM)",,Chemosphere
"CT+TCE transformation by VS-5L (Table 1, Fig. 3f)",,总反应,还原,CCl4,CHCl3+CH2Cl2+CS2+CO2,1,1.73,d⁻¹,NA,NA,,,20,°C,NA,,2.6,mM,NA,NA,NA,批次实验,NA,NA,NA,"formate (2 mM), TCE (50 mM)",,Chemosphere
"CF transformation by EV-5L (Table 1, Fig. 4a)",,总反应,还原,CHCl3,CH2Cl2+CO2,1,0.074,d⁻¹,NA,NA,,,20,°C,NA,,2.1,mM,NA,NA,NA,批次实验,NA,NA,NA,formate (2 mM),,Chemosphere
"CF transformation by VS-5L (Table 1, Fig. 4b)",,总反应,还原,CHCl3,CH2Cl2+CO2,1,0.072,d⁻¹,NA,NA,,,20,°C,NA,,2.1,mM,NA,NA,NA,批次实验,NA,NA,NA,formate (2 mM),,Chemosphere
"CHCl3 to CH2Cl2 by EV-5L direct CF (Table 2, Fig. 4a)",,第1步,还原,CHCl3,CH2Cl2,1,0.062,d⁻¹,NA,NA,,,20,°C,NA,,2.1,mM,NA,NA,NA,批次实验,NA,NA,NA,formate (2 mM),,Chemosphere
